SQ03,SQ04,SQ0502,SQ06,DQ02,DQ04,DQ08,DQ0801,Q010101,Q01010201,Q0119,Q01190100,Q0117,Q0120,Q012001,Q0512,Q0406,Q0503,Q0504,Q0509,Q0511,Q051102,Q051901,Q051902,Q051903,Q051904,Q051905,Q051906,Q051907
3,1,53,8,2,5,4,4,1,2023,3, ,2000,3, ,7,8,10,98,7,8,8, , , , , , , 
98,2,54,8,2,6,6,2,1,2024,1, ,1600,1, ,8,8,3,6,9,9,7, , , , , , , 
4,2,58,11,2,6,13,11,1,2023,1, ,2500,1, ,10,10,2,3,10,10,10, , , , , , , 
98,2,36,6,2,3,4,2,1,2023,1, ,1600, , ,7, ,3,98,6,7,7, , , , , , , 
3,1,50,8,2,4,13,8,1,2023,1, ,2000,3, ,7,8,3,98,8,8,4, , , , , , , 
3,1,39,4, , , , ,1,2024,3, ,2200,1, ,6,5,3,3,6,5,6, , , , , , , 
1,1,43,12,2,5,12,10,1,2024,5, , , ,7,9,8,12,7,9,9,9, , , , , , , 
98,1,28,8,1,6,7,3,1,2023,4,1,2000, , ,8,8,98,4,7, ,7, , , , , , , 
98,2,58,10,97,1,3,3,1,2024,1, ,1000,1, ,7, ,1,98,6,9,6,1,1,2,2,2,2,2
98,2,44,1,2,4,10,4,1,2024,4,1,1600,1,9,1,1,4,98,1,1,1, , , , , , , 
5,1,56,1,2,6,4,2,1,2023,1, ,1600, , ,9, ,2,6,9,9,9, , , , , , , 
4,2,61,8,2,6,6,3,1,2023,4,1,1600,1,5,7,8,3,6,9,9,8, , , , , , , 
98,1,46,8,2,6,12,5,1,2024,1, ,3500,1,5,8,9, , , ,10,8, , , , , , , 
98,2,37,8,1,7,8,3,1,2023,5, , , , ,7,7,2,3,7,7,7, , , , , , , 
4,1,60,5,2,7,4,4,1,2024,3, ,2200,1,5,5,6,4,98,6, ,6,2,2,2,1,2,1,1
98,1,61,1,2,6,5,3,1,2023,5, , , , ,8,7,4,97,8,9,8, , , , , , , 
98,1,56,3,2,6,12,11,1,2024,1, ,2500,1,5,6, , , , ,9,4, , , , , , , 
98,2,38,2,1,1,3,3,1,2023,4,1,1600,1, ,6, ,11,97,8, ,5, , , , , , , 
5,1,40,10,1,1,11,11,1,2024,1, ,3000,3, ,9,8,4,6,9,9,9, , , , , , , 
3,1,43,8,2,5,11,7,1,2023,1, ,2000,1, ,3,4,2,6,5, ,2, , , , , , , 
4,1,55,1,2,6,12,11,1,2024,3, ,2200,3, ,9,9,2,6,9,9,8, , , , , , , 
5,2,31,1,1,1,8,8,1,2023,4,1,2000, , ,7, ,2,6,8,8,7, , , , , , , 
98,1,47,8,2,6,6,3,1,2024,4,1,1600,1,5,7,7,4,98,9, ,8, , , , , , , 
4,1,41,5,2,4,5,2,1,2024,4,1,1600,1,7,10,10,2,1,10, ,10, , , , , , , 
2,1,51,2,2,5,11,5,1,2024,5, , , ,5,8,9,3,98,7,9,6, , , , , , , 
5,1,55,1,2,6,11,9,1,2023,4,1,2500,1, ,7,7,3,4,8,8,8, , , , , , , 
1,2,69,1,2,5,7,3,1,2023,1, ,2000,3, ,9,9,4,3,10,9,8, , , , , , , 
4,1,50,2,2,5,5,5,1,2023,1, ,1000,1, ,9, , , , ,9,8,1,1,1,1,1,1,1
4,1,56,8,2,6,11,5,1,2024,1, ,3000,2, ,6,7,3,98,6,7,4, , , , , , , 
98,2,47,1,2,5,7,98,1,2024,5, , , , ,6, , , , ,6,5,2,1,1,1,1,1,2
2,1,44,1,1,1,4,4,1,2024,1, ,3500,1, ,5,6,6,7,6,6,5, , , , , , , 
1,1,46,8,1,1,3,3,1,2024,1, ,1600,1, ,10,10,3,7,10,10,10, , , , , , , 
4,1,56,1,2,6,5,3,1,2024,4,1,1600,1, ,6,5,7,2,5,7,5,1,1,2,1,1,2,1
3,1,38,4,2,4,11,11,1,2024,1, ,2500,3,6,10,10,4,6,10,10,10, , , , , , , 
1,1,36,1,2,5,12,12,1,2024,4,1,1600,1,9,10, ,2,6,9,10,9, , , , , , , 
1,1,63,8,2,6,10,10,1,2024,4,1,2000,1, ,6,7,4,1,7,6,5, , , , , , , 
5,2,41,8,2,5,10,5,1,2024,1, ,2000,1, ,8,7,11,7,10,10,8, , , , , , , 
1,2,32,1,1,1,10,10,1,2024,1, ,1000, ,2,5,5,2,7,5,5,5, , , , , , , 
98,2,65,2,2,6,5,3,1,2024,4,1,1600,1,5,10,9,3,4,10,9,10, , , , , , , 
5,2,37,4,2,2,6,3,1,2023,4,1,1600,1, ,8,8,3,7,10,8,8, , , , , , , 
2,1,42,2,2,5,10,9,1,2023,3, ,2000,1, ,10,10,4,1,10,10,10, , , , , , , 
5,1,47,8,2,5,11,10,1,2023,1, ,2000,3, ,8,9,4,7,8,9,7, , , , , , , 
1,2,25,1,1,6,12,5,1,2024,4,1,2000, , ,6,6,2,3,7, ,6,2,1,1,2,2,1,1
98,1,43,8,2,5,9,5,1,2023,1, ,2500,1, ,7,7,4,3,5,5,6, , , , , , , 
5,2,52,1,2,6,10,98,1,2024,1, ,2200,3, ,6, ,3,98,6,6,5, , , , , , , 
98,1,53,8,2,5,12,12,1,2024,1, ,2000,3, ,8,8,3,98,8,8,5, , , , , , , 
98,1,56,9,2,6,5,3,1,2024,4,1,1600,1,5,8, , , , , ,7,1,1,1,1,1,1,1
98,1,47,5,2,5,10,10,1,2024,1, ,2000,3, ,6,6,4,98,7,6,6, , , , , , , 
98,2,50,4,2,7,7,98,1,2024,1, ,1300,1, ,8,9,4,1,10,7,6, , , , , , , 
4,1,30,1,1,1,2,2,1,2024,1, ,1000, ,5,8,9,11,1,8,8,4,1,2,1,1,1,1,1
98,1,48,8,2,2,8,5,1,2023,3, ,1600,1, ,10,10,9,1,10,10,10, , , , , , , 
98,1,48,8,2,6,6,3,1,2023,1, ,1300,1, ,5,8,4,6,6,6,4, , , , , , , 
98,1,66,1,2,6,11,10,1,2023,1, ,3600,3, ,10,10,4,6,10,10,10, , , , , , , 
1,2,49,1,2,5,10,3,1,2024,1, ,2200,1,5,9,9,4,6,10,9,10, , , , , , , 
4,1,65,8,2,7,5,3,1,2023,2, ,2000, , ,8,8,98,4,9,8,9, , , , , , , 
98,2,38,5,2,4,6,2,1,2023,5, , , ,6,8, ,3,6,8, ,8, , , , , , , 
98,1,50,1,2,3,10,5,1,2023,1, ,2000,3, ,6,8,4,98,8,8,1, , , , , , , 
5,2,48,1,2,7,10,8,1,2024,5, , , , ,6, ,2,6,10,10,10, , , , , , , 
98,1,49,3,2,5,9,9,1,2024,4,1,1600,1,6,8,8,3,98,8,9,9, , , , , , , 
98,1,57,1,2,6,10,3,1,2023,4,1,1600,1, ,7,7,4,98,7, ,7, , , , , , , 
3,1,60,8,2,6,11,3,1,2023,1, ,2500,3,6,6, ,9,6,8,9,9, , , , , , , 
98,1,45,1,2,5,10,9,1,2023,4,1,2000,1, ,8,9,4,1,8,9,6, , , , , , , 
98,2,28,13,1,6,4,3,1,2024,4,1,1600,1, ,8, ,3,98,8,8,8, , , , , , , 
4,1,37,14,2,4,6,3,1,2023,5, , , , ,5, ,9,98,7, ,4,1,1,2,1,2,1,2
98,2,60,8,2,6,10,4,1,2024,1, ,1600,1, ,9,9,1,6,9, ,9, , , , , , , 
2,1,45,1,2,5,5,5,1,2023,4,2,2000,3, ,6,6,3,1,5,5,5, , , , , , , 
1,1,54,1,2,6,12,7,1,2023,1, ,3000,3, ,10,10,2,3,10, ,8, , , , , , , 
2,2,42,2,2,5,13,98,1,2023,1, ,2000,3, ,7,10,8,1,7,10,1, , , , , , , 
1,2,40,1,2,4,6,4,1,2024,1, ,1600,1, ,10, ,3,7,10,10,10, , , , , , , 
98,1,32,13,2,4,5,4,1,2023,4,1,1600,1,6,8,8,3,98,8, ,8, , , , , , , 
98,1,35,1,1,1,3,3,1,2024,1, ,1300,1, ,7,10, , , , ,10, , , , , , , 
98,1,46,12,2,5,10,8,1,2024,3, ,2200,1,7,8,9,4,98,9, ,6, , , , , , , 
98,2,32,1, , , , ,1,2024,5, , , , ,6,7,1,6,7, ,7,1,1,1,1,1,1,1
5,1,40,8,2,4,8,4,1,2023,4,1,1600,3,6,8, ,3,98,8,7,7, , , , , , , 
98,1,40,1,2,4,8,99,1,2024,1, ,3000,3, ,9,9,3,98,10,10,10, , , , , , , 
1,1,46,1,2,5,13,12,1,2023,1, ,2000,3, ,9,9,4,4,9,8,8, , , , , , , 
98,2,64,6,2,6,5,1,1,2023,1, ,1600,1, ,8, ,98,6,9,8,10, , , , , , , 
5,1,58,4,2,6,4,2,1,2023,1, ,1000, ,5,8, , , , ,8,8, , , , , , , 
1,1,50,1,2,5,13,13,1,2024,1, ,2000,3, ,6, , , , ,6,6, , , , , , , 
98,1,56,8,2,6,13,6,1,2024,1, ,2000,3, ,7,7,98,98,10,9,7, , , , , , , 
98,1,47,4,97,1,4,4,1,2024,5, , , , ,4,6,4,1,6, ,4, , , , , , , 
98,1,47,10,97,7,5,4,1,2023,4,1,2000, , ,9,9,4,98,9,8,7, , , , , , , 
98,2,33,2,1,7,11,2,1,2024,4,1,1600,1, ,8,7,9,98,8,8,8, , , , , , , 
2,2,44,15,97,5,8,2,1,2023,1, ,1600,1, ,2, ,3,98,1,2,1, , , , , , , 
98,1,49,1,1,1,6,6,1,2023,1, ,1000, ,5,9, ,2,98,9,10,9, , , , , , , 
3,2,37,1,1,1,4,4,1,2024,4,1,1600,1, ,7, , , , , ,8, , , , , , , 
4,1,63,6,2,6,10,10,1,2023,4,1,1600,1,5,7,6,4,3,8,7,7, , , , , , , 
2,1,38,2,2,4,7,7,1,2024,1, ,2500,3,5,5,5,10,4,6,5,5, , , , , , , 
4,2,30,2,2,2,6,3,1,2024,1, ,1600,1, ,7, , , , ,8,7, , , , , , , 
98,1,48,1,2,3,10,9,1,2023,5, , , , ,6, , , , ,5,5,1,1,2,1,2,1,1
5,1,36,8,2,2,5,3,1,2024,5, , , , ,6, , , , ,1,2,1,1,2,2,2,1,2
1,1,64,4,2,7,3,3,1,2024,4,1,1600,1, ,3,3,12,98,3,4,4, , , , , , , 
98,1,45,1,2,5,8,4,1,2024,4,1,2500,2, ,8,9,3,1,9,9,9, , , , , , , 
5,1,52,8,1,1,4,4,1,2023,1, ,2500,1,5,8, ,98,7,9,9,8, , , , , , , 
98,1,50,8,2,5,11,11,1,2024,4,1,2000, , ,8, , , , , ,8, , , , , , , 
98,1,37,1,1,1,3,3,1,2023,3, ,2000,3, ,7, ,4,3,6, ,6, , , , , , , 
98,2,39,1,2,5,12,98,1,2023,1, ,3000,3, ,6,8,3,6,8,8,8, , , , , , , 
3,1,35,1,2,4,9,4,1,2023,5, , , , ,8,8,12,98,8,7,9,2,2,1,2,1,1,1
98,1,34,1,2,2,9,5,1,2023,3, ,2200,2, ,7,8,8,6,8,9,5, , , , , , , 
5,1,57,1,2,5,7,6,1,2023,1, ,2000,1, ,8,9,4,4,10,10,8, , , , , , , 
98,1,45,4,2,5,10,9,1,2024,5, , , , ,10, ,11,97,8, ,8,1,1,2,1,1,1,1
1,1,62,4,2,6,10,6,1,2024,4,1,1600,1, ,9,9,4,4,9,8,8, , , , , , , 
5,2,63,8,2,6,10,5,1,2024,1, ,2000,3, ,8,10,4,7,10,7,8, , , , , , , 
98,1,50,4,2,5,6,6,1,2024,5, , , , ,5,7,4,1,7, ,2,1,1,2,1,1,1,1
98,1,56,1,2,6,10,4,1,2024,4,1,1600,1, ,7,8,4,1,9,9,6, , , , , , , 
2,2,46,8,2,5,13,5,1,2024,1, ,2000,1, ,5,5,3,98,5,5,5, , , , , , , 
5,2,41,15,2,5,10,3,1,2023,5, , , , ,7, ,3,98,7,7,7,1,1,1,1,1,1,1
98,1,54,1, , , , ,1,2023,3, ,2000,1, ,5,8,9,4,7,7,1, , , , , , , 
98,1,45,2,2,5,5,5,1,2024,3, ,2200,1,7,7,7, , , , ,7, , , , , , , 
98,1,65,2,2,6,5,3,1,2024,1, ,2500,1, ,8,9,4,98,7,9,6, , , , , , , 
4,2,45,15,2,5,6,2,1,2023,1, ,2500,1, ,7,8,8,7,6, ,8, , , , , , , 
98,1,56,9,2,7,7,7,1,2023,1, ,2800,2, ,4,6,8,6,6,5,4, , , , , , , 
98,1,73,12,2,7,10,6,1,2023,1, ,2500,3, ,8,8,3,2,9,9,10,1,1,1,1,1,2,2
1,1,50,3,2,5,6,6,1,2024,3, ,3000,3, ,6,6, , , ,7,6, , , , , , , 
2,1,50,8,2,5,2,2,1,2024,1, ,1600,1, ,8,6,9,7,6,5,5, , , , , , , 
5,1,60,1,2,6,12,10,1,2023,1, ,3500,1, ,8, , , , ,8,8, , , , , , , 
98,1,42,1,2,3,6,6,1,2024,5, , , , ,5,10, , , ,10,8,1,1,1,1,2,1,1
5,1,72,8,2,7,4,99,1,2023,5, , , , ,7,8,3,98,9,9,6, , , , , , , 
98,1,65,8, , , , ,1,2024,5, , , , ,8, ,1,6,8,8,8, , , , , , , 
98,1,45,9,2,6,6,6,1,2024,4,1,1600,1,7,10,10,3,98,10,10,10, , , , , , , 
98,1,51,2,1,1,5,5,1,2023,1, ,1300,1, ,8,7,4,1,7,8,8, , , , , , , 
98,2,57,8,97,1,4,4,1,2024,1, ,1600,1, ,9,9,3,6,9,9,9, , , , , , , 
98,1,42,5,1,1,5,5,1,2024,1, ,2500,1, ,9,9, , , ,9,10, , , , , , , 
4,2,49,1,2,5,13,11,1,2023,1, ,2800,3, ,6,8,2,4,9,9,8, , , , , , , 
98,1,71,9,2,7,8,5,1,2023,5, , , , ,7,8,3,6,9,9,9, , , , , , , 
98,1,43,8, , , , ,1,2024,3, ,2000,1, ,5, ,1,4,6,6,5,1,1,1,1,1,1,1
4,2,44,1, , , , ,1,2023,1, ,1000, ,5,6,4,4,98,5,5,5, , , , , , , 
98,1,35,12,2,4,6,4,1,2023,1, ,3500,3, ,9,9,8,1,10,10,10, , , , , , , 
98,2,43,16,97,1,3,3,1,2023,1, ,1000, ,5,5,7,8,6,8, ,8, , , , , , , 
98,2,43,11, , , , ,1,2024,1, ,2500,3, ,6,8, , , ,6,5, , , , , , , 
2,1,72,8,2,7,8,98,1,2023,5, , , , ,6,5,2,3,9,9,8, , , , , , , 
1,2,41,10,1,1,13,13,1,2024,4,1,2000, , ,6,5,3,7,7, ,7, , , , , , , 
98,2,71,1,2,7,8,5,1,2024,4,1,3000,1, ,9,9,4,4,10,9,9, , , , , , , 
98,1,71,1,2,6,10,8,1,2023,5, , , ,6,7,7,4,6,8,8,8, , , , , , , 
98,1,39,15,1,1,5,5,1,2024,1, ,2000, , ,9,9,4,98,10,10,6, , , , , , , 
5,1,50,1,2,5,12,12,1,2024,5, , , , ,9,8,4,6,8,8,8,1,1,1,1,1,1,1
1,1,55,15,2,5,8,3,1,2023,1, ,1000,1, ,5, , , , , ,5,1,2,1,1,2,1,2
98,1,33,1,2,2,9,4,1,2024,4,1,2500,3, ,10,10,3,98,10,10,10, , , , , , , 
98,2,68,1,2,6,5,1,1,2024,4,1,1600,1, ,5,7,4,4,7,8,7, , , , , , , 
4,1,56,2,2,6,10,9,1,2024,1, ,2500,3, ,7,7,4,6,6,8,6, , , , , , , 
2,1,55,4,2,3,7,4,1,2024,1, ,1000, ,5,9, ,4,98,10,10,9, , , , , , , 
98,1,52,4,2,5,6,6,1,2023,1, ,1600,1, ,6,8,4,98,8,8,7, , , , , , , 
98,2,46,1,2,3,6,4,1,2023,1, ,1300,1, ,9,9,4,98,10, ,9, , , , , , , 
1,1,41,1,2,3,7,5,1,2024,5, , , , ,10,7,4,98,10,9,2, , , , , , , 
98,1,38,3,1,6,4,3,1,2024,4,1,1600,1, ,5, ,3,98,6,7,5, , , , , , , 
1,1,48,3,2,5,11,8,1,2024,5, , , , ,10,10,1,4,10,10,10, , , , , , , 
98,1,48,8,2,6,8,4,1,2024,5, , , ,5,8, ,9,98,8, ,5, , , , , , , 
98,1,59,1,2,6,3,2,1,2024,1, ,1600, , ,8,8,4,6,8,8,7, , , , , , , 
98,1,44,10,2,5,6,4,1,2023,3, ,2200,1,7,6, ,3,98,8,8,6, , , , , , , 
98,1,53,2,2,6,9,5,1,2024,4,1,2500,1, ,10,10,10,1,10,10,10, , , , , , , 
98,1,38,8,2,4,9,5,1,2023,1, ,2200,1,6,9, ,3,97,9,8,9, , , , , , , 
2,1,54,1,2,6,8,6,1,2024,4,1,1600,1,9,6,7,3,98,7, ,6, , , , , , , 
98,1,30,8,1,1,3,3,1,2023,2, ,1500,1, ,7,7,10,7,8,7,7, , , , , , , 
2,1,30,1,1,1,5,5,1,2023,4,1,2000, , ,7,8,10,4,8,6,7,1,1,1,2,1,2,1
1,1,55,8,2,6,3,3,1,2024,1, ,2000,1, ,8,9,6,6,10,10,10, , , , , , , 
5,1,53,8,2,6,13,13,1,2023,5, , , ,7,7,8,4,98,9,7,5, , , , , , , 
4,1,51,1,2,6,9,4,1,2023,4,1,1600,1,6,8, ,3,98,8,7,5, , , , , , , 
2,1,65,8,2,6,11,6,1,2023,1, ,2500,1, ,6,6,3,97,6, ,5, , , , , , , 
2,1,39,15,2,5,5,5,1,2024,1, ,1000, ,5,10,7,11,6,9, ,9, , , , , , , 
98,1,40,8,2,5,6,3,1,2023,5, , , , ,5,6, , , ,5,5,1,1,1,2,2,1,1
98,1,43,7,2,4,2,1,1,2023,1, ,1000, ,5,1,6,8,98,5, ,1, , , , , , , 
5,1,70,5,2,7,7,4,1,2024,3, ,2200,1,5,7, ,2,6,8, ,8, , , , , , , 
98,1,62,2,2,6,11,5,1,2024,4,1,1600,1, ,10,10,5,97,10,10,10, , , , , , , 
98,1,65,8,2,7,10,2,1,2023,4,1,1600,1, ,8,7,2,3,8,8,8, , , , , , , 
5,1,50,8,2,5,10,9,1,2023,1, ,2000,1, ,8,6,10,98,10,8,3, , , , , , , 
2,1,45,8,2,5,6,5,1,2024,4,1,1600,1,7,9,9,4,1,10,9,9, , , , , , , 
3,1,74,1,2,7,8,7,1,2023,1, ,2500,1, ,10,10,2,7,10, ,10, , , , , , , 
98,2,59,15,97,6,5,3,1,2023,1, ,1600, , ,9, ,3,98,9, ,8, , , , , , , 
5,2,44,1,2,4,10,5,1,2024,4,1,3200,1, ,10,10,10,6,10,10,10, , , , , , , 
5,1,44,2,1,5,13,13,1,2024,5, , , , ,5, ,11,98,7, ,4,1,1,1,1,1,1,1
5,1,62,15,2,6,10,8,1,2023,1, ,3800,3, ,10, ,1,3,10,9,9, , , , , , , 
4,1,69,8,2,7,4,4,1,2024,1, ,1000, ,5,7,7,4,6,7,7,6, , , , , , , 
2,1,48,1,2,5,7,7,1,2024,1, ,5000,1, ,7,7,6,6,6,7,5,1,2,1,2,1,1,1
98,1,42,14,2,3,4,2,1,2024,1, ,1600, , ,10,10, , , ,10,8, , , , , , , 
98,2,51,2,2,6,4,2,1,2024,1, ,1600,1, ,10,10,2,98,10,10,10, , , , , , , 
2,2,53,17,2,6,5,5,1,2023,1, ,1000,1, ,6, , , , ,6,5,1,1,1,1,2,1,1
3,1,48,8,2,5,10,5,1,2023,5, , , , ,10,10,3,6,10,10,9, , , , , , , 
98,1,33,4,2,2,8,4,1,2024,4,1,1600,1,6,6,6,12,6,8, ,6, , , , , , , 
98,1,74,12,2,7,4,4,1,2024,1, ,2500,3, ,9,9,4,3,10,9,8, , , , , , , 
98,2,20,1,1,5,13,99,1,2023,1, ,2000,3, ,5,6,4,3,6,6,5, , , , , , , 
5,1,47,10,2,5,8,5,1,2023,4,1,1600,1, ,7,8,4,6,8,9,7, , , , , , , 
98,2,48,1,97,5,10,10,1,2023,1, ,1600,1, ,8,9,3,6,10,10,7, , , , , , , 
3,1,61,1,2,7,4,3,1,2024,1, ,1800, , ,7,6,9,3,6,6,6, , , , , , , 
4,1,57,8,2,6,5,2,1,2024,4,1,1600,1,5,9,10,4,98,10,10,8, , , , , , , 
1,2,46,1,2,5,9,3,1,2024,1, ,3500,3,6,9,9,8,4,10,9,10, , , , , , , 
98,2,66,4,2,7,3,1,1,2024,4,1,1600,1,5,8,8,1,3,8, ,9, , , , , , , 
3,1,43,8,1,1,6,6,1,2023,4,1,1600,1, ,9,9,11,3,9,9,9,1,1,1,2,1,1,1
98,1,62,8,2,6,5,3,1,2023,4,1,1600,1, ,6,6,4,6,7,5,5, , , , , , , 
98,1,46,8,2,5,10,10,1,2024,1, ,2000, , ,10, , , , ,10,10, , , , , , , 
2,2,52,8,2,6,2,2,1,2024,5, , , , ,9,8,12,3,8,9,7, , , , , , , 
98,2,32,4,1,1,3,3,1,2024,1, ,1000, ,5,7,6,3,6,8,8,4, , , , , , , 
98,1,66,1,2,6,7,2,1,2023,1, ,2000, , ,10,9,4,6,10,10,10, , , , , , , 
4,1,48,1,2,5,9,5,1,2023,3, ,2000,1, ,7,8,3,6,6,7,4, , , , , , , 
4,1,49,8,2,4,10,7,1,2024,1, ,2000,1, ,10,9,4,7,10,10,10, , , , , , , 
2,1,61,13,2,6,8,5,1,2024,5, , , , ,1, ,12,98,1,2,2, , , , , , , 
5,2,35,12,1,7,6,3,1,2024,1, ,1600, , ,6,9, , , , ,8, , , , , , , 
98,2,42,11,2,5,6,2,1,2023,5, , , , ,6,6,4,97,6,6,6, , , , , , , 
98,1,44,8,2,5,6,5,1,2023,5, , , , ,8, , , , , ,8, , , , , , , 
3,2,43,4,2,4,5,1,1,2023,1, ,1600,1, ,3, ,1,6,4,8,3, , , , , , , 
2,1,53,1,2,5,13,12,1,2023,1, ,4000,2, ,9,8,2,7,7,8,8, , , , , , , 
98,1,35,8,2,2,7,4,1,2024,1, ,1300,1, ,8,8, , , ,7,8, , , , , , , 
98,2,45,11,2,4,10,2,1,2024,5, , , , ,8, ,12,98,9,9,8,1,1,1,1,1,1,2
3,1,42,8,2,2,8,4,1,2023,1, ,3000,3, ,8,10,8,98,8,9,8, , , , , , , 
98,2,42,8,1,1,7,7,1,2024,4,1,1600,1, ,4,6,4,98,8,7,6, , , , , , , 
98,1,56,2,2,5,8,4,1,2024,1, ,2000,1, ,10,10,98,4,10,10,10, , , , , , , 
2,2,41,15,1,7,5,5,1,2024,5, , , , ,6, , , , ,5,4,1,1,2,1,2,1,1
4,1,52,1,2,5,9,3,1,2024,1, ,1600,1, ,8, ,2,1,9,8,8, , , , , , , 
5,1,61,1,2,6,6,3,1,2024,4,1,1600,1, ,9, ,10,97,9, ,9, , , , , , , 
5,1,56,14,2,6,7,7,1,2024,4,1,1600,1,6,7, ,2,4,8,8,8, , , , , , , 
5,1,49,8,2,5,1,1,1,2024,1, ,2000,3, ,7,9,4,7,8,8,7, , , , , , , 
98,1,51,10,1,1,5,5,1,2023,1, ,2500,1, ,1,8,3,98,6,5,5, , , , , , , 
2,1,57,7,2,6,7,4,1,2023,3, ,2200,3,7,7, ,3,6,9,9,9, , , , , , , 
1,2,32,5,1,6,4,2,1,2024,1, ,1600,1, ,8, ,2,6,9, ,7, , , , , , , 
98,1,58,1,2,6,8,1,1,2023,4,1,1600,1, ,7,5,4,98,6,7,6, , , , , , , 
98,1,42,13,1,1,9,9,1,2023,1, ,1600,1, ,6,8,11,6,7,8,6, , , , , , , 
98,1,49,3,2,5,4,4,1,2023,3, ,2200,1,9,8,7,4,98,8,8,7, , , , , , , 
3,1,62,8,2,7,11,9,1,2024,3, ,2200,1,7,4, , , , ,4,4, , , , , , , 
5,1,43,8,1,7,3,2,1,2024,2, ,1600, , ,4,6,4,6,4,6,4, , , , , , , 
98,1,45,12,2,5,9,4,1,2024,4,1,1600,1,7,9,10,3,6,10,10,10, , , , , , , 
2,2,46,1,2,3,12,5,1,2023,1, ,1000, ,2,10,10,4,4,10,10,10, , , , , , , 
98,1,53,15,2,6,9,5,1,2024,3, ,2200,3,7,8,7,9,98,8,7,7, , , , , , , 
98,1,27,9,1,1,4,4,1,2023,1, ,1500,1, ,7,10,4,98,8, ,5, , , , , , , 
98,1,66,12,2,7,13,13,1,2024,4,2,3000,3, ,8, ,2,4,10, ,8, , , , , , , 
5,1,55,14,2,6,8,5,1,2023,1, ,2500,1, ,7,8, , , ,8,7, , , , , , , 
98,1,34,8,2,2,9,6,1,2023,4,1,1600,1,5,6,9,2,98,7, ,4, , , , , , , 
1,1,53,8,2,6,13,13,1,2024,1, ,2000,1, ,9,7,3,1,10,10,10, , , , , , , 
98,2,30,16,1,6,11,2,1,2024,4,1,1600,1, ,8,7,3,6,8,7,10, , , , , , , 
98,1,59,3,2,6,10,10,1,2023,4,1,1600,1, ,6,8, , , ,8,5, , , , , , , 
3,1,35,2, , , , ,1,2023,1, ,2500,1,5,8,7,4,98,8,8,7, , , , , , , 
4,2,39,8,2,5,8,4,1,2024,5, , , , ,8, ,11,4,9,8,8, , , , , , , 
98,1,55,1,2,6,7,7,1,2024,4,1,2500,1, ,10,10,4,1,9,10,8, , , , , , , 
98,1,44,6,2,5,4,4,1,2024,1, ,3500,1,9,6,7,3,98,8,8,7, , , , , , , 
3,1,38,10,2,4,4,4,1,2023,5, , , , ,10, , , , ,7,8,1,1,1,1,2,1,1
98,1,54,17,2,6,10,6,1,2024,4,1,1600,1, ,7, , , , ,7,5, , , , , , , 
98,1,65,8,2,6,6,6,1,2024,1, ,1600,1, ,9,8,4,6,9,9,9, , , , , , , 
98,1,42,8,2,5,9,6,1,2024,1, ,3000,3, ,7,9,4,4,10,10,9, , , , , , , 
98,2,45,12,2,5,6,3,1,2023,1, ,2500,1,5,9,9,11,97,9,9,9,1,2,1,1,1,1,1
98,1,44,8,2,5,5,4,1,2023,5, , , , ,6,9,9,98,10,7,1,1,1,1,2,2,1,1
98,1,51,8,2,6,9,5,1,2024,1, ,2000,2, ,6,7,10,1,10,8,6, , , , , , , 
98,2,38,1,1,1,4,4,1,2024,1, ,1000, ,5,10,9,4,98,10,9,10, , , , , , , 
4,1,47,8,2,5,11,6,1,2023,4,1,1600,1,6,8, ,3,98,8,8,6, , , , , , , 
98,1,40,5,97,1,4,4,1,2024,4,1,1600,1,6,10,8,3,98,10,10,10, , , , , , , 
5,1,60,8,2,6,11,6,1,2023,1, ,2500,1, ,9, , , , ,8,8, , , , , , , 
5,1,46,1,2,5,8,6,1,2023,4,1,1600,3,6,5,9,4,98,10,10,10, , , , , , , 
98,2,41,4, , , , ,1,2023,1, ,3500,1,9,8,7,4,98,9,9,9, , , , , , , 
98,1,65,1,2,7,8,4,1,2024,1, ,3500,1,9,9, , , , , ,8, , , , , , , 
98,1,47,11,2,4,4,4,1,2023,1, ,3500,1,9,9,9,3,98,9, ,9, , , , , , , 
1,2,48,8,2,5,6,3,1,2024,4,1,1600,1, ,8,9,4,6,10,9,10, , , , , , , 
4,1,69,15,2,7,11,11,1,2023,1, ,3000,3, ,8,9,1,4,9,8,7, , , , , , , 
98,1,32,9,1,1,5,5,1,2024,1, ,1500,1, ,2,7,3,4,3,2,1, , , , , , , 
98,1,40,12,2,5,7,3,1,2024,4,1,1600,1,7,10,10,3,6,10,10,10, , , , , , , 
4,1,46,2,2,5,6,4,1,2023,4,1,1600,1,6,8,8,4,98,6, ,6, , , , , , , 
3,1,52,8,97,1,6,6,1,2023,4,1,1600,1, ,8,6,2,4,9,8,6, , , , , , , 
98,1,40,8,2,4,4,4,1,2024,1, ,2000,3, ,10, ,4,1,10,10,10, , , , , , , 
3,1,38,8,2,4,5,5,1,2024,4,1,1600,1,6,10,10,3,7,10,8,10, , , , , , , 
3,1,61,1,2,6,10,5,1,2023,2, ,2000, , ,6,7,3,3,8, ,7, , , , , , , 
98,1,48,8,1,6,6,3,1,2023,5, , , , ,10,10,2,7,10,10,10, , , , , , , 
98,1,42,9,2,5,6,3,1,2024,5, , , , ,9, ,12,98,8,10,9,1,1,1,1,2,1,1
