SQ03,SQ04,SQ0502,SQ06,DQ02,DQ04,DQ08,DQ0801,Q010101,Q01010201,Q0119,Q01190100,Q0117,Q0120,Q012001,Q480101,Q480102,Q480103,Q480104,Q480105,Q480106,Q480107,Q480108,Q490101,Q490102,Q490103,Q490104,Q490105,Q490106,Q490107,Q490108
2,1,35,8,1,1,3,3,1,2023,1, ,1600, , ,6, , , , , , , ,1,2,1,2,1,2,1,2
98,1,56,1,2,5,5,5,1,2016,1, ,1500, , ,3,2,5, , , , , ,1,1,2,2,2,2,2,1
98,2,30,9,1,6,4,2,2,2020,1, ,1000, ,5,7,6,2, , , , , ,1,1,1,2,2,2,2,1
3,1,42,17,97,1,13,13,1,2013,1, ,3000,3, ,3, , , , , , , ,2,1,1,2,2,2,2,1
98,1,46,12,2,5,10,8,1,2024,3, ,2200,1,7,7,5,3,2, , , , ,2,2,1,1,1,2,2,1
3,1,54,14,2,6,3,4,2,2023,1, ,800, , ,2, , , , , , , ,2,2,1,2,2,2,2,1
3,1,50,8,2,2,4,3,1,2018,4,1,1600,1, ,2,1,5,3, , , , ,1,2,2,2,2,2,2,1
3,1,41,8,2,5,10,4,1,2020,1, ,2500,1, ,2, , , , , , , ,2,2,1,2,2,2,2,1
4,2,31,3,1,1,1,1,2,2020,1, ,1400, , ,3,5, , , , , , ,2,2,2,2,2,2,2,1
5,1,40,8,2,4,8,5,2,2024,1, ,2500,1, ,7,3,6,1,5,2, , ,1,1,1,2,2,2,2,2
1,1,43,1,2,5,4,2,1,2013,1, ,1500, , ,5,2,3,7, , , , ,1,2,1,2,1,2,2,1
5,2,43,13,1,1,2,2,2,2019,1, ,1600, , ,3,2,5, , , , , ,1,2,2,2,2,2,2,1
3,2,44,3,2,5,4,99,1,2013,3, ,2500,1, ,3,5,7, , , , , ,1,2,1,1,2,1,2,2
3,1,57,8,2,7,10,9,1,2015,1, ,2400,1, ,2, , , , , , , ,1,2,2,2,2,2,1,1
5,2,54,1,1,1,2,2,2,2022,3, ,2000,1, ,3,2,7,5, , , , ,1,2,2,2,1,1,1,2
98,1,39,4,2,4,8,4,1,2022,1, ,2000,3, ,6,3, , , , , , ,1,2,1,2,1,2,2,1
98,1,45,14,2,5,4,4,1,2022,3, ,2000,1, ,3,7, , , , , , ,1,2,1,1,2,1,2,1
4,1,70,6,97,1,3,3,1,2015,1, ,2400,1, ,2,5, , , , , , ,1,2,2,2,2,2,2,1
4,1,48,8,2,5,4,3,1,2017,1, ,1600, , ,1,7,3,5,2, , , ,1,2,1,1,2,2,2,2
2,1,53,8,2,6,5,4,2,2023,1, ,1600, , ,2, , , , , , , ,1,2,1,2,2,2,2,1
98,1,55,1,2,6,11,10,1,2014,3, ,3000,3, ,2, , , , , , , ,2,2,1,2,1,1,2,2
3,2,32,8,1,1,5,5,1,2023,3, ,2200,1, ,3,2,5, , , , , ,1,2,1,1,2,2,2,1
98,2,39,15,2,4,6,99,2,2021,1, ,2000, , ,2,5,3, , , , , ,1,1,1,2,2,1,2,1
98,1,31,12,1,6,11,7,2,2023,1, ,2000,1, ,3,1,7,6, , , , ,2,2,1,2,1,1,1,2
1,1,68,3,2,7,11,11,1,2014,3, ,2000,1, ,4,3,7,5, , , , ,1,2,1,1,2,1,1,2
3,1,41,1,2,4,11,7,1,2023,3, ,2200,1, ,3,2,5, , , , , ,1,2,2,2,2,2,2,1
3,1,52,1,2,6,7,7,1,2015,3, ,2000,1, ,7,5,4,2,1,3, , ,1,2,1,1,2,2,1,1
4,1,56,8,2,3,3,3,2,2022,1, ,2000, , ,5,7,1,3, , , , ,1,2,1,2,2,2,2,1
98,2,39,8,2,3,11,5,1,2020,1, ,2000, , ,5,3,4,6,2,7, , ,2,2,1,2,2,2,2,1
98,1,49,8,2,4,8,8,1,2016,3, ,2000,1, ,5,2,3, , , , , ,1,1,1,2,2,2,2,1
98,1,52,14,97,6,3,3,1,2022,1, ,2500,1,5,5,2, , , , , , ,2,1,1,1,2,2,2,1
2,1,53,8,2,3,5,3,1,2016,1, ,1600, , ,3, , , , , , , ,1,2,2,2,2,2,2,1
98,2,24,4,1,6,3,3,2,2024,1, ,1600, , ,3,5,1, , , , , ,2,2,1,2,2,2,2,1
1,1,55,8,2,5,7,7,1,2020,3, ,2200,1,9,5,4,6, , , , , ,2,2,1,1,2,1,2,1
1,1,39,8,1,1,6,6,2,2024,1, ,3000,1, ,6,7,3, , , , , ,1,2,1,2,1,1,1,2
5,1,45,1,1,1,3,3,2,2014,1, ,1600, , ,7,2, , , , , , ,1,2,1,2,1,2,2,1
5,1,52,8,2,6,6,6,1,2016,3, ,2000,1, ,98, , , , , , , ,1,2,2,2,1,2,2,1
2,1,56,2,2,6,8,3,2,2018,1, ,2000, , ,8,3, , , , , , ,2,2,2,1,1,2,2,1
98,1,41,1,2,4,8,4,1,2017,1, ,2500,1, ,6, , , , , , , ,1,2,1,1,2,2,2,1
3,2,40,8,1,6,6,3, , , , , , , ,3,5,2, , , , , ,1,1,1,2,2,2,2,1
98,2,39,3,1,1,11,11,2,2021,3, ,2000,1, ,2, , , , , , , ,1,2,1,2,2,1,2,1
98,1,53,11,97,1,3,3,1,2021,1, ,1600,1, ,2,5,1, , , , , ,1,2,2,2,2,2,1,2
98,2,59,3,97,6,2,2,2,2022,3, ,2000,1, ,2, , , , , , , ,1,2,1,2,2,1,2,1
98,1,41,10,2,5,4,3,1,2017,1, ,3300,3, ,7,3,5,2, , , , ,1,2,1,1,2,1,2,1
1,1,42,8,2,4,12,12,2,2018,3, ,2000,1, ,2, , , , , , , ,1,2,1,2,2,1,2,2
4,1,48,10,97,6,5,4,2,2022,1, ,3500,1, ,7,3,5, , , , , ,2,1,1,2,1,2,2,1
3,1,48,8,1,1,4,4,1,2013,3, ,2000, , ,5,3,2, , , , , ,1,2,2,2,2,2,2,1
4,1,73,7,2,7,11,4,1,2013,3, ,2000,1,7,5,7,3,2, , , , ,2,1,2,2,2,2,2,1
2,2,43,8,2,5,10,3,1,2022,4,1,1600,1,6,4,7,6,3, , , , ,2,2,1,2,2,1,2,1
2,1,47,8,2,5,5,3,1,2018,1, ,2400,1, ,6,1,7,4, , , , ,1,2,1,1,1,2,2,1
4,1,36,8,2,2,5,3,1,2016,1, ,2000,3,5,2,5, , , , , , ,2,1,2,2,2,2,2,2
4,1,43,2,2,5,10,7,1,2018,3, ,1600,1,5,3,2, , , , , , ,1,2,2,2,2,1,1,2
4,1,49,12, , , , ,2,2021,2, ,2000, , ,1,3, , , , , , ,1,2,2,2,2,1,2,1
3,2,35,1,2,4,9,4,1,2018,3, ,2200,1,7,7,5,8,6, , , , ,1,2,1,1,2,1,2,1
98,1,44,6,2,5,5,4,2,2022,1, ,3300,3, ,7,5,4, , , , , ,2,2,1,1,1,2,2,1
4,2,41,3,2,4,4,1,1,2016,2, ,2000, , ,3,5, , , , , , ,1,2,2,2,2,1,2,2
3,2,45,13,2,5,5,4,2,2019,1, ,1000, ,5,6, , , , , , , ,2,1,1,2,1,2,2,2
5,1,40,8,2,4,8,4,1,2023,4,1,1600,3,6,5,7,4,2,3, , , ,1,2,1,1,1,1,2,1
5,1,48,12,2,5,7,4,2,2021,3, ,2000,1,5,7,3,2, , , , , ,1,2,2,2,2,1,2,1
98,2,49,3,2,3,3,2,2,2016,1, ,2000, , ,3,2,5, , , , , ,2,2,2,2,2,2,2,1
2,1,43,1,1,1,10,10,1,2013,1, ,1600, , ,3,7,2,5, , , , ,1,2,1,2,2,1,2,2
98,1,48,15,2,5,11,11,1,2024,1, ,3500,1,9,7,3,4,6, , , , ,2,2,1,2,1,2,2,1
4,1,66,8,2,6,2,2,1,2014,3, ,2000,2,5,2,8,3, , , , , ,1,2,2,2,2,1,2,1
2,1,48,3,2,5,5,5,1,2013,1, ,2000, , ,6,2,7,8, , , , ,1,2,1,1,1,2,2,1
2,2,52,8,2,5,5,3,1,2014,1, ,1600, , ,3,2, , , , , , ,2,2,2,2,2,2,2,1
98,1,40,1,2,4,8,99,1,2024,1, ,3000,3, ,2,7,1,5,6, , , ,2,2,1,1,1,1,2,1
5,1,28,6,1,6,9,98,1,2021,1, ,3000,3, ,3, , , , , , , ,1,2,1,1,2,1,1,2
5,1,55,8,1,1,3,3,1,2016,3, ,2000,1,5,2, , , , , , , ,1,2,2,2,1,2,2,1
3,2,33,1,1,1,12,12,2,2024,5, , , , ,7,5,2,3, , , , ,1,2,1,2,2,1,2,1
3,1,58,8,2,6,5,5,1,2013,1, ,1600, , ,1, , , , , , , ,1,2,1,2,2,2,2,1
2,1,44,8,2,5,5,5,2,2018,3, ,3000,1,7,8,3,4,5,2, , , ,1,2,2,2,2,1,1,2
2,1,43,8,2,5,8,6,1,2018,4,1,2000,1, ,5,7,3,2,6,4, , ,2,2,1,1,2,2,2,1
98,1,47,8,2,5,6,3,1,2022,5, , , , ,5,2,8, , , , , ,1,2,1,1,2,2,2,1
5,2,45,8,1,1,6,6,1,2022,5, , , , ,4,5,6,3,7, , , ,1,2,1,2,1,1,2,1
1,1,46,1,2,5,13,12,1,2023,1, ,2000,3, ,5,4,7,3,2, , , ,1,2,1,1,2,1,2,1
3,1,51,12,2,6,10,7,1,2013,3, ,2000,2,5,3,4,5,7, , , , ,2,2,1,1,2,2,2,1
3,1,48,1,2,3,10,7, , , , , , , ,4,7,8,2,1,5,3, ,2,2,1,2,2,1,2,1
2,1,70,8,1,7,3,3,1,2014,1, ,2000, , ,3, , , , , , , ,1,2,2,2,2,1,2,1
4,1,36,2,2,3,7,4,1,2017,3, ,2000,1,7,5, , , , , , , ,2,2,1,2,2,2,2,1
1,1,51,1,2,5,8,5,2,2015,3, ,1500,1, ,5,3,4,7, , , , ,1,2,1,1,2,2,2,1
1,2,36,1,1,6,4,2,1,2017,3, ,2000,1,5,3, , , , , , , ,1,1,1,2,2,2,2,1
2,2,42,8,2,3,7,2,1,2020,1, ,1000, ,5,3,1, , , , , , ,2,1,2,1,2,1,2,1
4,1,49,4,2,5,6,6,1,2018,4,1,2400,1, ,4,6,2,7,5, , , ,1,2,1,2,2,2,2,1
2,1,51,8,97,1,5,5,1,2013,2, ,2000,1,7,2, , , , , , , ,1,2,1,2,2,2,1,2
4,2,43,8,2,5,11,3,1,2019,1, ,3800,3,8,5, , , , , , , ,1,2,1,2,2,1,2,1
98,1,41,8,2,4,3,3,2,2023,1, ,3200,3, ,3,7, , , , , , ,2,2,1,2,2,1,2,1
2,1,56,5,2,6,6,5,1,2013,1, ,3300,1, ,7,3,5, , , , , ,2,1,1,2,2,2,2,1
2,1,56,8,2,6,3,2,1,2013,3, ,2000,1,7,3,2, , , , , , ,1,2,2,2,2,2,2,1
4,1,43,8,1,6,4,4,1,2013,3, ,2000,1, ,3,2,5, , , , , ,1,2,2,2,1,2,2,2
5,1,42,10,2,4,5,5,1,2015,3, ,2000,2,9,5,7,3, , , , , ,1,2,2,2,2,2,2,1
98,1,47,5,2,2,5,4,2,2021,1, ,3800,3, ,5, , , , , , , ,1,2,1,2,2,1,2,1
4,1,52,8,2,5,4,4,2,2023,1, ,1600,1, ,3,7,2,1,5, , , ,1,2,1,2,2,2,2,1
98,1,59,15,2,6,8,5,1,2016,2, ,3000,1, ,4, , , , , , , ,2,1,1,2,2,1,2,1
2,1,51,8,2,6,8,4,1,2014,2, ,2000, , ,2,5,3,7, , , , ,1,2,2,2,2,2,2,1
98,1,64,12,2,7,5,5,2,2020,1, ,3800,1, ,6,2, , , , , , ,1,2,1,2,2,1,2,1
1,1,54,8,2,6,99,12,1,2018,1, ,3000,3, ,1,2,7,3, , , , ,2,2,1,1,2,1,1,1
98,2,48,4,1,1,3,3,2,2024,1, ,1500,2, ,7,4,8,5, , , , ,1,2,1,2,1,1,2,2
4,1,70,11,2,6,5,5,1,2018,2, ,2500,1, ,7,2, , , , , , ,2,2,2,2,2,2,2,1
98,1,32,10,1,6,2,2,1,2020,1, ,1000, , ,3, , , , , , , ,2,1,1,1,1,2,1,1
98,2,64,6,2,6,5,1,1,2023,1, ,1600,1, ,5,7,3, , , , , ,1,1,1,2,2,1,2,1
98,1,41,5,2,3,5,4,2,2022,3, ,2400,3, ,6,5,3,7, , , , ,2,2,1,2,1,1,1,2
5,1,51,1,2,5,7,3,1,2022,1, ,2500,1, ,4,1, , , , , , ,2,1,1,2,2,2,2,1
2,2,40,6,97,1,5,5,2,2021,3, ,2000,3, ,7,5,2, , , , , ,2,2,2,2,1,2,2,1
98,1,54,1,2,6,11,10,1,2023,4,1,2000, , ,1,6,7,2, , , , ,2,1,1,2,2,2,2,1
3,1,55,3,2,6,4,3,2,2020,3, ,2200,1,11,3,7, , , , , , ,1,2,2,2,1,2,1,1
98,2,31,8,2,2,7,3,2,2021,1, ,1000, ,5,2,5,3, , , , , ,1,2,1,2,2,2,2,1
5,1,58,4,2,6,4,2,1,2023,1, ,1000, ,5,3,8, , , , , , ,1,2,1,1,1,2,2,1
1,1,50,1,2,5,13,13,1,2024,1, ,2000,3, ,1, , , , , , , ,1,2,1,1,1,2,2,1
1,2,36,2,1,6,4,3,2,2018,1, ,1600, , ,3,1,2,5, , , , ,2,2,2,2,2,2,2,2
98,1,64,8,2,6,12,4,1,2013,1, ,2000,1, ,2,3,7, , , , , ,1,2,1,1,1,2,2,2
2,1,46,17,2,5,9,8,1,2022,5, , , , ,4,7,1,8,5,3, , ,2,2,1,1,1,1,1,2
2,2,56,8,97,6,2,2,2,2022,1, ,1000, ,5,3,2,5, , , , , ,1,2,2,2,2,2,2,1
2,1,58,8,97,1,2,2,1,2014,3, ,2000,1, ,5,3, , , , , , ,2,1,2,2,2,1,2,1
2,1,69,1,2,7,8,8,1,2017,3, ,2000,1,5,5,8,7, , , , , ,2,1,1,1,1,1,2,1
98,1,38,3,1,1,2,2,2,2022,1, ,3300,3, ,6,7,5,3,2, , , ,1,2,1,1,2,1,1,2
98,1,56,8,2,6,13,6,1,2024,1, ,2000,3, ,2,3,5, , , , , ,1,1,1,1,2,1,2,1
2,2,33,6,97,4,3,2, , , , , , , ,6, , , , , , , ,1,1,1,2,1,1,1,2
1,1,43,1,2,4,9,5,1,2016,1, ,2400,1, ,3,5, , , , , , ,1,2,1,2,2,2,2,1
3,1,44,8,2,4,3,3,1,2013,1, ,2500,1, ,3,6, , , , , , ,2,1,2,2,2,2,2,2
2,2,37,8,2,4,5,1,1,2021,1, ,1600, , ,7,4,2, , , , , ,1,2,1,2,2,1,2,1
98,1,47,4,97,1,4,4,1,2024,5, , , , ,1,8,3,4,5, , , ,1,1,1,1,2,1,2,1
4,1,42,7,2,5,6,4,1,2023,4,1,1600,1, ,2,5, , , , , , ,1,2,1,2,2,2,2,1
3,1,47,1,2,4,8,5,2,2022,1, ,1800, , ,8,4,7,1,3,5, , ,1,2,1,1,1,1,1,2
3,2,64,1,2,6,6,98,1,2013,1, ,2400,1, ,2,3,5, , , , , ,1,2,2,2,2,2,2,1
3,1,44,8,2,4,7,6,1,2013,3, ,2000,1, ,2,6, , , , , , ,1,2,1,2,2,1,2,1
1,2,40,1,2,4,8,3,1,2017,3, ,2000,1, ,7,5,4,3, , , , ,1,2,1,2,1,1,2,2
5,2,31,9,1,1,2,2,2,2017,1, ,1000, ,5,3,2, , , , , , ,2,2,2,2,2,2,2,1
1,1,43,8,2,3,9,5,1,2022,5, , , , ,7,4,8,5,1, , , ,1,2,1,1,1,2,1,1
4,1,50,1,1,1,5,5,1,2022,3, ,2000,3, ,4,3,6,7, , , , ,2,2,1,1,1,1,2,2
98,1,47,10,97,7,5,4,1,2023,4,1,2000, , ,5,2,3, , , , , ,1,1,2,2,2,2,2,1
4,1,45,8,2,5,8,4,2,2022,4,1,2400,1, ,5,3,4, , , , , ,1,2,1,2,2,1,2,2
4,2,46,1,2,5,11,98,2,2017,1, ,1600,1, ,3,2,1,8,4,5,7,6,1,2,1,1,1,1,2,2
98,1,56,9,2,5,9,5,1,2020,2, ,3000,1, ,3,2,5, , , , , ,1,2,1,1,2,2,2,1
4,2,43,4,2,5,9,3,2,2018,3, ,2500,1, ,6,3,7,5, , , , ,1,1,1,2,2,2,1,1
98,1,64,2,2,6,3,2,1,2015,1, ,1600, , ,5,2,6, , , , , ,2,2,2,2,2,2,1,1
98,2,48,5,1,1,2,2,1,2014,1, ,1000, ,5,5,1,7, , , , , ,1,2,1,2,2,2,2,1
1,1,43,8,2,5,10,8,1,2022,1, ,1000,1, ,7,3, , , , , , ,1,1,2,1,2,1,2,2
5,1,49,1,2,5,10,10,1,2016,1, ,1800, , ,8,4,1,7, , , , ,1,2,1,1,2,1,1,2
3,1,35,1,1,1,4,4,1,2022,3, ,2000,3, ,3,7,5,2,6, , , ,1,2,2,2,2,2,2,1
2,1,48,1,2,5,8,8,2,2015,1, ,1600, , ,3,8,1, , , , , ,2,1,1,2,2,2,2,1
98,1,39,15,1,6,7,3,2,2022,4,1,2000, , ,2,3,7,5, , , , ,1,2,1,2,2,1,2,2
98,2,33,2,1,7,11,2,1,2024,4,1,1600,1, ,4,1,5,7,3, , , ,1,2,1,1,2,1,2,1
1,1,52,8,2,3,9,5,1,2019,4,1,2400,1, ,5,4, , , , , , ,1,1,1,2,2,2,2,1
5,1,53,8,2,6,8,8,1,2021,2, ,2000,1,5,4,5,3,1, , , , ,1,2,1,2,2,2,2,1
1,1,36,4,2,3,7,4,2,2014,3, ,1600, , ,3, , , , , , , ,2,2,2,1,2,2,2,1
3,1,37,8,2,2,11,7,1,2022,3, ,2000,3, ,2,7,5,3,4,6, , ,2,2,1,2,1,2,2,2
98,1,35,10,2,4,3,1,2,2024,3, ,2200,1,9,3,2, , , , , , ,1,2,2,2,2,2,2,2
2,2,44,15,97,5,8,2,1,2023,1, ,1600,1, ,7,3, , , , , , ,1,2,2,2,2,1,2,1
1,1,52,6,2,5,8,4,1,2014,1, ,2000, , ,3,5, , , , , , ,1,2,1,2,2,2,2,1
2,2,55,15,2,6,11,7,1,2017,3, ,1700,3,5,5,2, , , , , , ,1,2,1,2,2,2,2,1
3,1,49,1,1,1,99,99,2,2019,3, ,2000,1, ,5,2,3, , , , , ,1,1,1,2,2,2,2,1
2,2,53,8,2,5,8,8,1,2018,4,1,2400,1, ,3,8,4, , , , , ,1,2,1,1,1,1,2,1
3,1,60,8,2,7,12,12,1,2021,3, ,4000,3, ,3,5,7, , , , , ,1,2,2,2,2,1,1,1
98,1,49,1,1,1,6,6,1,2023,1, ,1000, ,5,3,5,2,8, , , , ,1,2,1,2,2,2,2,1
98,2,37,5,2,4,5,2,2,2017,2, ,3000,1, ,3, , , , , , , ,1,2,1,1,2,2,2,1
98,1,50,1,2,5,5,5,2,2022,1, ,1000, , ,2,5, , , , , , ,1,2,2,2,2,2,2,1
3,2,37,1,1,1,4,4,1,2024,4,1,1600,1, ,5,3,6, , , , , ,1,1,1,2,2,1,2,1
4,1,63,6,2,6,10,10,1,2023,4,1,1600,1,5,5, , , , , , , ,1,2,2,2,2,2,2,1
98,2,40,4,2,4,6,2,1,2017,1, ,1500, , ,6, , , , , , , ,1,2,1,2,2,2,2,1
98,1,46,8,97,6,6,6,1,2019,3, ,2200,2,7,3,4,6,7, , , , ,2,1,1,1,1,2,2,1
98,1,48,4,97,1,5,5,1,2021,1, ,2800,2, ,3,2, , , , , , ,2,2,2,1,1,1,2,2
1,1,64,9,97,1,3,3,2,2019,1, ,3800,1, ,98, , , , , , , ,2,2,2,2,1,2,2,1
3,1,54,1,2,5,9,5,1,2018,3, ,2000,1,5,1,2,5, , , , , ,2,2,2,2,2,1,2,1
98,2,56,14,2,6,2,98,1,2022,1, ,3000,3, ,3, , , , , , , ,1,2,1,1,2,1,2,1
5,1,34,8,1,6,10,3,1,2019,1, ,2000,1,5,3,2,8, , , , , ,1,2,1,2,2,2,2,1
98,2,30,8,1,5,99,4,1,2022,1, ,1600,1, ,6,7,5, , , , , ,1,2,1,2,1,2,2,2
2,1,38,2,2,4,7,7,1,2024,1, ,2500,3,5,7,8,3,5,1,4, , ,1,1,1,1,2,2,2,1
5,1,45,1,2,4,7,5,1,2019,1, ,3000,1, ,5,7,2,4,3, , , ,1,2,1,1,1,1,2,1
3,1,69,12,2,7,5,5,2,2020,2, ,2400,1, ,5,2, , , , , , ,1,2,1,2,2,1,2,1
3,2,33,8,1,6,10,3,1,2019,1, ,1600,1, ,5,3, , , , , , ,1,1,1,2,2,1,2,1
1,1,50,11,2,5,10,7,1,2013,1, ,2400,1, ,7,3,5,2, , , , ,1,2,1,2,2,2,2,2
98,1,49,2,1,1,5,5,2,2020,1, ,2000, , ,7,2, , , , , , ,1,2,2,2,2,2,2,2
5,1,63,8,2,7,8,7,1,2013,1, ,2000, , ,2, , , , , , , ,2,2,2,2,1,2,2,1
1,1,62,2,97,1,3,3,2,2022,3, ,2400,1, ,7,3, , , , , , ,1,2,2,1,1,1,2,2
98,1,43,17,2,4,7,4,2,2018,2, ,2000, , ,8,6,1,4,7,3, , ,1,2,1,2,2,2,2,2
98,1,35,4,2,4,5,5,1,2018,3, ,2000,1, ,2, , , , , , , ,1,2,1,2,1,2,2,1
98,1,44,8,2,5,8,6,1,2023,4,1,1600,1,6,5,2,7,3, , , , ,2,2,1,1,2,2,2,1
2,1,48,1,2,5,7,3,1,2019,3, ,2000,1,7,2,3, , , , , , ,2,1,2,1,2,2,2,1
3,1,49,8,2,5,11,8,1,2022,3, ,2200,1,7,3,5,7,4, , , , ,1,2,1,1,2,2,2,2
4,1,47,8,2,5,9,5,1,2017,4,1,2500,1, ,5,2, , , , , , ,1,2,1,2,2,2,2,2
2,1,47,8,2,5,11,6,1,2013,1, ,2000, , ,3,4,2, , , , , ,1,2,1,2,2,2,2,1
98,2,43,8,2,5,6,98,1,2013,1, ,1800, , ,8,5,3,2,4,1, , ,1,1,1,2,2,2,2,2
5,1,45,13,2,4,8,5,1,2020,4,1,2400,1, ,2,6, , , , , , ,1,2,2,2,1,2,2,2
98,1,44,16,2,4,8,5,1,2019,3, ,2000,1,5,3, , , , , , , ,2,1,1,1,2,2,2,1
4,1,63,8,2,6,6,3,2,2014,3, ,3000,1, ,1,7,3, , , , , ,1,2,1,2,1,1,1,2
5,1,64,1,2,7,11,10,1,2020,3, ,1600,1, ,3,5, , , , , , ,1,2,2,2,2,2,2,2
3,1,42,8,97,1,5,5,1,2022,5, , , , ,5,6,3,7, , , , ,1,2,1,2,2,2,1,1
1,1,45,8,2,5,10,6,2,2020,1, ,3000,1, ,7,1,5,3, , , , ,1,2,1,2,2,2,2,1
2,1,40,2,2,4,8,5,1,2023,3, ,2000,1, ,5,3,1,4, , , , ,1,2,1,1,2,2,2,1
1,1,52,5,2,6,8,5,2,2021,1, ,2000,1, ,3,7,2, , , , , ,1,2,1,2,2,2,2,1
4,2,36,1,1,6,4,2, , , , , , , ,8,7, , , , , , ,1,2,1,2,1,2,2,1
1,2,28,8,1,6,10,4, , , , , , , ,7,2, , , , , , ,2,2,1,1,2,1,2,2
3,1,38,1,1,1,5,5,1,2015,4,1,2000, , ,4, , , , , , , ,1,1,1,1,1,2,2,1
4,1,48,8,2,5,11,10,1,2023,4,2,2000,1, ,3,5, , , , , , ,2,2,2,2,2,2,2,2
4,1,42,4,1,6,10,10,1,2019,1, ,1600, , ,2,3, , , , , , ,1,2,1,1,2,2,2,1
98,2,40,15,2,4,5,3,1,2018,1, ,1600, , ,3,7, , , , , , ,1,1,2,2,2,2,2,1
5,1,46,14,1,7,4,3,2,2017,1, ,2000, , ,2, , , , , , , ,1,2,2,2,2,2,2,1
98,2,28,17,2,2,5,2,2,2024,3, ,2000,1,7,3,1,4,6, , , , ,1,1,1,2,1,2,2,1
4,1,62,1,2,7,5,5,1,2014,1, ,3800,1, ,3, , , , , , , ,2,2,1,2,2,1,2,1
4,1,50,13,2,5,4,2,1,2019,1, ,2000,1,5,3,7,5, , , , , ,2,2,1,2,2,1,2,1
98,1,46,6,2,5,7,6,1,2020,3, ,2200,2, ,5, , , , , , , ,2,2,1,2,2,2,2,2
2,2,34,4,1,1,3,3,1,2017,1, ,1600,1, ,3,5,4,2, , , , ,1,2,1,1,2,2,2,1
3,1,45,8,97,1,4,4,1,2021,1, ,1000, ,2,3,2, , , , , , ,1,1,2,2,2,2,2,1
2,2,42,1,1,7,13,99,1,2018,1, ,2000,3, ,5,6,7,4, , , , ,2,2,1,1,1,1,2,2
5,1,48,1,2,5,10,5,1,2023,1, ,2500,3, ,5,7,6,3,8,4,1, ,1,2,1,2,2,1,2,2
5,1,41,1,2,3,4,3,1,2020,1, ,1500,1, ,3, , , , , , , ,1,2,2,2,1,2,1,2
3,1,48,8,2,3,10,6,1,2021,4,2,3000,3, ,1,4,6,7,3,5, , ,2,2,1,1,2,1,1,1
3,2,66,14,97,1,7,7,1,2020,3, ,2200,1,7,4,5, , , , , , ,1,2,1,2,2,1,2,1
3,1,51,8,2,5,8,6,2,2022,1, ,3000,1, ,7,5, , , , , , ,1,2,2,2,1,1,2,1
2,1,51,8,2,3,8,5,1,2018,1, ,2000,3, ,1,5,3,7, , , , ,2,2,1,2,2,1,2,1
98,2,53,1,2,3,3,3,1,2013,1, ,1800, , ,7, , , , , , , ,1,2,2,2,1,1,2,1
98,2,56,1, , , , ,2,2019,3, ,1600,1,7,8,3,7,5, , , , ,1,2,1,2,2,1,2,2
4,1,39,9,2,3,10,6,1,2019,1, ,2500,1, ,7,8,6,1, , , , ,2,2,1,1,1,1,2,1
98,1,49,1,2,5,9,5,1,2019,4,1,3000,1, ,1,7,3,6, , , , ,1,1,1,2,1,2,2,1
3,2,31,4,1,6,4,3,1,2019,1, ,2200,1,7,5, , , , , , , ,2,2,1,2,1,1,2,1
2,1,36,1,1,6,10,5,1,2017,1, ,2000, , ,5,7,8,3,6,1,4, ,2,2,1,2,2,2,2,1
98,1,37,1,1,1,4,4,1,2023,1, ,2000,1, ,5,3, , , , , , ,1,2,1,1,1,1,1,1
3,2,32,5,2,2,8,3,1,2014,3, ,2000,3, ,2,7,3, , , , , ,2,2,1,2,1,2,2,1
98,1,45,1,1,1,2,2,2,2014,1, ,1600,1, ,6,7, , , , , , ,1,2,1,2,1,2,1,2
5,2,42,11,2,5,10,4,1,2023,3, ,3500,1,7,4, , , , , , , ,1,2,1,1,1,1,2,1
98,1,47,8,1,1,5,5,1,2018,3, ,2200,3, ,2,5,1,4,6,3, , ,1,2,1,1,2,1,1,1
5,1,31,8,1,6,5,3,1,2018,1, ,1600, , ,7,4, , , , , , ,2,2,1,1,1,1,1,1
4,1,72,8,2,7,5,4,2,2020,3, ,1700,1, ,5,2, , , , , , ,1,2,2,2,2,2,2,1
1,1,30,15,1,7,7,5,1,2017,1, ,3000,1, ,7,3, , , , , , ,1,1,1,1,2,1,2,1
4,1,41,7,2,5,5,5,1,2020,1, ,2000,1,7,4,8, , , , , , ,1,2,1,1,2,1,1,1
3,1,47,3,2,5,6,3,1,2019,3, ,2200,2, ,8,3, , , , , , ,2,2,1,2,2,2,2,2
2,2,47,8,2,6,6,98,1,2021,1, ,2200,1,7,1,3, , , , , , ,2,2,1,2,2,2,2,2
1,1,41,8,2,5,13,13,1,2023,1, ,4300,2, ,4,1,8, , , , , ,1,2,1,1,2,2,1,1
98,1,56,14,2,6,10,3,2,2022,2, ,2000, , ,5,3,2, , , , , ,1,2,1,2,2,2,2,1
4,1,44,1,2,3,10,5,2,2021,1, ,3300,1, ,3,2,7, , , , , ,2,2,2,2,1,2,2,1
98,1,61,8,2,6,6,3,1,2019,3, ,2200,3, ,7,5,3,2, , , , ,2,2,2,2,2,2,2,1
2,1,64,4,2,7,3,2,2,2013,1, ,1400, , ,1,2,5, , , , , ,1,2,2,2,2,1,2,1
3,1,69,1,2,7,5,4,1,2013,1, ,2700,1, ,5,2,3, , , , , ,1,1,2,2,2,1,2,1
